NUM,EXPECTED,model_epoch_05_gs_67606_beam_width_1,# characters,edit distance
1,ずっと先のことだけどね,ずっと先のことだけどね,11,0
2,おなか減って死にそうだよ,お腹へって死にそうだよ,12,3
3,水野先生がおっしゃったように,水の先生がおっしゃったように,14,1
4,治療法が見つかるかもしれない,治療法が見つかるかもしれない,14,0
5,お母さん代わってあげられなくてごめんね,お母さん変わってあげられなくてごめんね,19,1
6,お前がそんなことでどうすんだよ,お前がそんなことでどうすんだよ,15,0
7,あいつはそんなヤワじゃねえよ,あいつはそんなやわじねえよ,14,3
8,あいつが折れそうになったら,相次が折れそうになったら,13,3
9,弘樹もここしょうゆついてる,広気もここしょうゆついてる,13,2
10,わたしの世界はまるで変わってしまった,私の世界はまるで変わってしまった,18,3
11,後ろから答案用紙集めて,後ろから東案洋子集めて,11,3
12,今年遊んどかないともう遊べないよ,今年遊どかないともう遊べないよ,16,1
13,アクアトピアに乗りたい,悪あとピアに乗りたい,11,4
14,女ってよくしゃべんなあと思って,女って良く者弁なあと思って,15,5
15,カメの餌やりとか金魚の餌やりとか,亀の餌やりと課金魚の餌やりとか,16,3
16,そんなの誰かに頼めばいいじゃない,そんなの誰かに頼めばいいじゃない,16,0
17,薬の効果やリハビリの方法を,薬の効果やリハビリの方法を,13,0
18,確認したいと思ってます,確認したいと思ってます,11,0
19,こんなふうに毎日少しずつ,こんなふうに毎日少しずつ,12,0
20,何かができなくなっていくの,何かができなくなっていくの,13,0
21,目を閉じて次の日が来るのがこわい,目を閉じて次の日が来るのが怖い,16,2
22,朝が来て悪くなってるかもしれないと,浅が来て悪くなってるかもしれないと,17,1
23,でもお父さんが聞いたら大変だね,でもお父さんが聞いたら大変だね,15,0
24,だってわたし病気になっちゃったでしょ,だって私病気になっちゃったでしょ,18,3
25,だから先輩にも迷惑かけちゃうかも,だから先輩にも迷惑かけちゃうかも,16,0
26,不公平なことをしようとしてるのは,不項へいなことをしようとしてるのは,16,3
27,花火大会ぐらい一緒に行くでしょ,花び大会ぐらいいっしょにいくでしょ,15,6
28,できること自分から投げ出すなんて,できること自分から投げ出すなんて,16,0
29,神様は不公平だなんて言った,神様は不幸へいだなんて言った,13,3
30,浴衣着て髪アップにしたら,浴衣きてかみアップにしたら,12,3
31,先輩きっとびっくりするわよ,先輩きっとびっくりするわよ,13,0
32,お母さんの後光が見えてきたような気がする,お母さんのごこうが見えてきたような気がする,20,3
33,わたしは自分を信じて行動すればいい,私は自分を信じて行動すればいい,17,3
